Price,Close,High,Low,Open,Volume
Ticker,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS
Date,,,,,
2024-06-18,1507.0595703125,1508.9422423720466,1496.4077468462665,1508.6945255472506,1478241
2024-06-19,1490.264404296875,1515.8782995546314,1486.3009351365108,1511.0230256420896,1537367
2024-06-20,1457.5657958984375,1474.3609482235724,1453.602326704968,1474.3609482235724,4168375
2024-06-21,1453.8499755859375,1474.4104710661952,1447.5579927264475,1466.5825955838213,4426556
2024-06-24,1480.8511962890625,1489.1745058925565,1461.5788754723112,1461.5788754723112,3726155
2024-06-25,1491.4534912109375,1494.2279681812674,1478.6713991228485,1484.3688864020542,1833311
2024-06-26,1507.2578125,1514.9370340490873,1481.5943253255027,1488.2826795779335,2563493
2024-06-27,1502.4024658203125,1514.0947477369984,1491.255209272594,1511.072554246316,3881458
2024-06-28,1506.9605712890625,1524.8952459691168,1501.7585177490876,1506.1183582403542,2634599
2024-07-01,1506.2174072265625,1516.027018004749,1490.1158130810873,1506.9605577255843,1451094
2024-07-02,1510.13134765625,1520.88223360401,1494.4755960303783,1500.173082970325,1336816
2024-07-03,1519.94091796875,1522.2199612481754,1484.6165938260622,1505.474278899165,1061099
2024-07-04,1543.6722412109375,1556.65257907322,1512.063549118863,1520.9813551097345,2630823
2024-07-05,1554.0762939453125,1560.3682770947796,1542.7803825601345,1547.734719048767,2481046
2024-07-08,1542.1859130859375,1560.4178958710106,1536.7856136464973,1556.2561805751827,1120204
2024-07-09,1570.9210205078125,1575.379923297913,1535.6461692927805,1550.5091785931154,1492840
2024-07-10,1583.9510498046875,1586.5272807220938,1553.2836327667078,1578.2535625454968,1899956
2024-07-11,1567.3043212890625,1587.8648173641363,1557.940673868389,1586.3785164430467,1707500
2024-07-12,1567.85107421875,1577.8407958793578,1540.71456907935,1572.522869860343,1426598
2024-07-15,1576.69775390625,1585.1468343001195,1567.8511668003757,1570.4851947931106,832804
2024-07-16,1569.839111328125,1585.4450105452113,1565.515073319043,1579.4809540792105,688481
2024-07-18,1584.6995849609375,1587.0354829290752,1560.8433578704169,1565.5649028154157,1665636
2024-07-19,1559.2529296875,1580.2265045682304,1555.7738966533823,1575.2067083691004,1649335
2024-07-22,1577.8408203125,1579.9779648221245,1545.734389017934,1545.734389017934,826636
2024-07-23,1592.0054931640625,1596.0312799274514,1564.8691082839905,1577.492979623114,1502677
2024-07-24,1609.74853515625,1615.2155870629501,1582.4630246302463,1592.4031190060646,2923358
2024-07-25,1655.8209228515625,1671.2280686985412,1592.601827337244,1605.1760706350055,5329712
2024-07-26,1703.980712890625,1713.4735517474362,1655.0257470980841,1660.4430501070212,4591049
2024-07-29,1712.9267578125,1718.3938097016448,1682.609470063606,1704.9746823373803,3187339
2024-07-30,1691.4063720703125,1715.1134720106995,1686.8339530946107,1705.8195083813741,1525840
2024-07-31,1709.050048828125,1720.5805336759206,1685.0446973929186,1691.9033865656975,1594881
2024-08-01,1704.9249267578125,1735.9877214627563,1671.228104133123,1715.1632724281787,5258291
2024-08-02,1721.2764892578125,1731.365709448382,1673.7627889874204,1689.8160658810996,2992406
2024-08-05,1710.0440673828125,1747.4685460062142,1704.7261412973023,1714.6662354156538,5165558
2024-08-06,1697.32080078125,1723.6123008953944,1693.7422698673302,1714.666216288671,1710278
2024-08-07,1724.0595703125,1726.4452171610887,1699.1597074290225,1709.696182892997,1922313
2024-08-08,1726.6441650390625,1738.1746504004755,1717.9962100137195,1724.606397129315,2480113
2024-08-09,1724.9046630859375,1739.3178002443422,1719.6861134251358,1739.3178002443422,751683
